,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
76,"frozenset({'03', '11', 'Oregon'})",frozenset({'Pinot Noir'}),0.0021332539564419307,0.3692017661358337,0.0021332539564419307,1.0,2.7085460897608167,0.001345652828107315,inf
323,"frozenset({'03', 'Chardonnay', '11'})",frozenset({'California'}),0.0017859800565560352,0.745497841940765,0.0017859800565560352,1.0,1.3413855060890398,0.00045453577864426565,inf
71,"frozenset({'11', 'Oregon', '02'})",frozenset({'Pinot Noir'}),0.010914322567842437,0.3692017661358337,0.010765490896462768,0.9863636363636364,2.671611370354988,0.006735903728239152,46.258537150039125
828,"frozenset({'04', '11', 'Cabernet Sauvignon'})",frozenset({'California'}),0.01017016421094409,0.745497841940765,0.01002133253956442,0.9853658536585366,1.3217554742926148,0.002439497068122399,17.390980800714377
457,"frozenset({'04', 'Chardonnay', 'New York'})",frozenset({'14'}),0.009475616411172297,0.24735823783301086,0.009326784739792628,0.9842931937172775,3.979221401074842,0.006982912961943489,47.91819219129843
732,"frozenset({'04', 'Chardonnay', '12'})",frozenset({'California'}),0.0055563823981743315,0.745497841940765,0.0054571612839212184,0.9821428571428571,1.3174321934803068,0.001314890197084602,14.252120851317125
692,"frozenset({'Chardonnay', '11', '02'})",frozenset({'California'}),0.004613781812769758,0.745497841940765,0.004514560698516645,0.978494623655914,1.3125385059580927,0.0010749963139112398,11.83435034975444
616,"frozenset({'04', 'Chardonnay', 'Washington'})",frozenset({'14'}),0.003621570670238627,0.24735823783301086,0.003522349555985514,0.9726027397260274,3.9319601734170746,0.002626524216807571,27.471424319095107
765,"frozenset({'13', '04', 'Chardonnay'})",frozenset({'California'}),0.014486282680954508,0.745497841940765,0.013940566552562384,0.9623287671232876,1.2908538603117128,0.0031410740761669206,6.755875468481505
138,"frozenset({'03', '12', 'Oregon'})",frozenset({'Pinot Noir'}),0.008235352483008385,0.3692017661358337,0.00788807858312249,0.9578313253012049,2.5943302907949994,0.0048475719016446706,14.958929545921666
170,"frozenset({'04', '11', 'Oregon'})",frozenset({'Pinot Noir'}),0.0011410428139108002,0.3692017661358337,0.0010914322567842436,0.9565217391304348,2.590783216292955,0.0006701572346517748,14.508359378875832
102,"frozenset({'12', 'Oregon', '02'})",frozenset({'Pinot Noir'}),0.01855434836533214,0.3692017661358337,0.01771096889418068,0.9545454545454546,2.5854303584080527,0.010860670708200536,13.877561145011668
326,"frozenset({'03', '11', 'Cabernet Sauvignon'})",frozenset({'California'}),0.01299796596715781,0.745497841940765,0.012402639281639132,0.9541984732824428,1.2799480019933587,0.0027126837035034764,5.556630450959969
736,"frozenset({'01', 'Chardonnay', '12'})",frozenset({'California'}),0.019050453936597708,0.745497841940765,0.01800863223694002,0.9453125,1.2680284862247955,0.003806559939214478,4.653753747368869
463,"frozenset({'Chardonnay', 'New York'})",frozenset({'14'}),0.013642903209803046,0.24735823783301086,0.012849134295778141,0.9418181818181818,3.807506837326332,0.009474449798874933,12.936030287245117
837,"frozenset({'04', '12', 'Cabernet Sauvignon'})",frozenset({'California'}),0.00788807858312249,0.745497841940765,0.007391973011856923,0.9371069182389936,1.2570216377815528,0.00151142745107994,4.046584313141831
95,"frozenset({'12', 'Oregon'})",frozenset({'Pinot Noir'}),0.038051297316068856,0.3692017661358337,0.03562038001686759,0.9361147327249023,2.535509898889526,0.02157177384401526,9.87392337497584
723,"frozenset({'Chardonnay', '12'})",frozenset({'California'}),0.04450066974252121,0.745497841940765,0.041375204643548144,0.9297658862876254,1.247174483922251,0.008200051385579887,3.6236259647481526
64,"frozenset({'11', 'Oregon'})",frozenset({'Pinot Noir'}),0.02614476360569529,0.3692017661358337,0.024259562434886143,0.9278937381404174,2.513242956153775,0.014606869536459573,8.748175506484618
181,"frozenset({'Chardonnay', '11', 'Oregon'})",frozenset({'01'}),0.0012898744852904698,0.2633824477848886,0.0011906533710373567,0.923076923076923,3.5047017401509772,0.0008509230717662795,9.57602817879644
780,"frozenset({'11', 'Cabernet Sauvignon'})",frozenset({'California'}),0.10765490896462768,0.745497841940765,0.09932033536736617,0.9225806451612902,1.23753630561763,0.019063833059906735,3.287319541598449
686,"frozenset({'Chardonnay', '11'})",frozenset({'California'}),0.017661358337054126,0.745497841940765,0.01627226273751054,0.9213483146067415,1.2358832752730478,0.003105758211494152,3.2358131524674136
405,"frozenset({'04', '11'})",frozenset({'California'}),0.020687602321774072,0.745497841940765,0.018951232822344594,0.9160671462829736,1.228799192628329,0.003528669936533264,3.032211426020028
797,"frozenset({'01', '11', 'Cabernet Sauvignon'})",frozenset({'California'}),0.0569529195812869,0.745497841940765,0.05209108498288436,0.9146341463414634,1.2268769872765608,0.009632806342809039,2.981310994408183
611,"frozenset({'03', 'Chardonnay', 'Washington'})",frozenset({'14'}),0.005605992955300888,0.24735823783301086,0.005109887384035323,0.9115044247787611,3.6849568171410927,0.0037231988453078225,8.504851912486986
354,"frozenset({'13', 'Chardonnay', '03'})",frozenset({'California'}),0.019000843379471152,0.745497841940765,0.01731408443716823,0.9112271540469973,1.2223068971934068,0.0031489967027180134,2.8668919569613793
302,"frozenset({'03', 'Chardonnay', '12'})",frozenset({'California'}),0.006498982983578905,0.745497841940765,0.005903656298060227,0.9083969465648855,1.2185104978976773,0.001058678508992399,2.7783152254799814
316,"frozenset({'03', '11'})",frozenset({'California'}),0.02976633427593392,0.745497841940765,0.026839311405467085,0.9016666666666666,1.2094825979902841,0.0046485734402709235,2.5881575395854397
